pop_id	population	latitude	longitude	family	urban_rural	sample_source	ethnic_origin	geographic_region	sample_size	test_date	source_url	retrieved_at
gambia-pop-2	Gambia pop 2	13º 28' N	16º 36' W	Not Known	Unknown	Anthropology Study	Black	Sub-Saharan Africa	100	1998	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Gambia%20pop%202	2026-08-26
gambia-pop-3	Gambia pop 3	13º 0' N	16º 0' W	Parents live at same location	Rural	Disease Study Patients	Black	Sub-Saharan Africa	939 (DPB1 = 929, DQB1 = 721, DRB1 = 916)	2019	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Gambia%20pop%203	2026-08-26
gaza	Gaza	31º 22' N	34º 18' E	Parents live at same location	Urban and Rural	Solid Organ Unrelated Donors	Arab	Western Asia	42	2019	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Gaza	2026-08-26
gaza-palestinians	Gaza  Palestinians	31º 31' N	34º 27' E	Grandparents live at same location	Urban and Rural	Blood Donor	Arab	Western Asia	165	2001	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Gaza%20%20Palestinians	2026-08-26
georgia-caucasus-tbilisi	Georgia Caucasus Tbilisi	41º 42' N	44º 48' E	Grandparents live at same location	Urban and Rural	Anthropology Study	Caucasoid	Western Asia	119	2020	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Georgia%20Caucasus%20Tbilisi	2026-08-26
georgia-kir	Georgia KIR	41º 43' N	44º 47' E	Not Known	Urban	Controls for Disease Study	Caucasoid	Western Asia	188	2012	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Georgia%20KIR	2026-08-26
georgia-kurds	Georgia Kurds	41º 43' N	44º 47' E	Grandparents live at same location	Urban	Blood Donor	Kurd	Western Asia	30	2001	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Georgia%20Kurds	2026-08-26
georgia-svaneti-region-svan	Georgia Svaneti Region Svan	42º 54' N	43º 0' E	Grandparents live at same location	Urban	Anthropology Study	Caucasoid	Western Asia	80	2000	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Georgia%20Svaneti%20Region%20Svan	2026-08-26
georgia-tibilisi	Georgia Tibilisi	41º 41' N	44º 57' E	Not Known	Rural	Anthropology Study	Caucasoid	Western Asia	109	2002	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Georgia%20Tibilisi	2026-08-26
georgia-tibilisi-kurd	Georgia Tibilisi Kurd	41º 41' N	44º 57' E	Not Known	Rural	Anthropology Study	Kurd	Western Asia	31	2002	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Georgia%20Tibilisi%20Kurd	2026-08-26
germany	Germany	50º 6' N	8º 40' E	Not Known	Urban and Rural	Bone Marrow Registry	Caucasoid	Europe	11407	2005	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Germany	2026-08-26
germany-cytokine	Germany Cytokine	52º 6' N	12º 0' E	Not Known	Urban and Rural	Blood Donor	Caucasoid	Europe	200	2002	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Germany%20Cytokine	2026-08-26
germany-cytokine-pop-2	Germany Cytokine pop 2	51º 6' N	10º 23' E	Not Known	Unknown	Controls for Disease Study	Caucasoid	Europe	243	2004	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Germany%20Cytokine%20pop%202	2026-08-26
germany-cytokine-pop-3	Germany Cytokine pop 3	51º 6' N	10º 23' E	Not Known	Urban and Rural	Anthropology Study	Caucasoid	Europe	111	2000	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Germany%20Cytokine%20pop%203	2026-08-26
germany-dkms-austria-minority	Germany DKMS - Austria minority	48º 31' N	9º 3' E	Not Known	Urban and Rural	Bone Marrow Registry	Caucasoid	Europe	1698	2010	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Germany%20DKMS%20-%20Austria%20minority	2026-08-26
germany-dkms-bosnia-and-herzegovina-minority	Germany DKMS - Bosnia and Herzegovina minority	48º 31' N	9º 3' E	Not Known	Urban and Rural	Bone Marrow Registry	Caucasoid	Europe	1028	0	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Germany%20DKMS%20-%20Bosnia%20and%20Herzegovina%20minority	2026-08-26
germany-dkms-china-minority	Germany DKMS - China minority	48º 31' N	9º 3' E	Not Known	Urban and Rural	Bone Marrow Registry	Oriental	Europe	1282	0	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Germany%20DKMS%20-%20China%20minority	2026-08-26
germany-dkms-croatia-minority	Germany DKMS - Croatia minority	48º 31' N	9º 3' E	Not Known	Urban and Rural	Bone Marrow Registry	Caucasoid	Europe	2057	2010	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Germany%20DKMS%20-%20Croatia%20minority	2026-08-26
germany-dkms-france-minority	Germany DKMS - France minority	48º 31' N	9º 3' E	Not Known	Urban and Rural	Bone Marrow Registry	Caucasoid	Europe	1406	2010	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Germany%20DKMS%20-%20France%20minority	2026-08-26
germany-dkms-german-donors	Germany DKMS - German donors	48º 31' N	9º 3' E	Not Known	Urban and Rural	Bone Marrow Registry	Caucasoid	Europe	3456066	2021	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Germany%20DKMS%20-%20German%20donors	2026-08-26
germany-dkms-greece-minority	Germany DKMS - Greece minority	48º 31' N	9º 3' E	Not Known	Urban and Rural	Bone Marrow Registry	Caucasoid	Europe	1894	2010	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Germany%20DKMS%20-%20Greece%20minority	2026-08-26
germany-dkms-italy-minority	Germany DKMS - Italy minority	48º 31' N	9º 3' E	Not Known	Urban and Rural	Bone Marrow Registry	Caucasoid	Europe	1159	2010	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Germany%20DKMS%20-%20Italy%20minority	2026-08-26
germany-dkms-netherlands-minority	Germany DKMS - Netherlands minority	48º 31' N	9º 3' E	Not Known	Urban and Rural	Bone Marrow Registry	Caucasoid	Europe	1374	2010	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Germany%20DKMS%20-%20Netherlands%20minority	2026-08-26
germany-dkms-portugal-minority	Germany DKMS - Portugal minority	48º 31' N	9º 3' E	Not Known	Urban and Rural	Bone Marrow Registry	Caucasoid	Europe	1176	2010	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Germany%20DKMS%20-%20Portugal%20minority	2026-08-26
germany-dkms-romania-minority	Germany DKMS - Romania minority	48º 31' N	9º 3' E	Not Known	Urban and Rural	Bone Marrow Registry	Caucasoid	Europe	1234	2010	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Germany%20DKMS%20-%20Romania%20minority	2026-08-26
germany-dkms-spain-minority	Germany DKMS - Spain minority	48º 31' N	9º 3' E	Not Known	Urban and Rural	Bone Marrow Registry	Caucasoid	Europe	1107	2010	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Germany%20DKMS%20-%20Spain%20minority	2026-08-26
germany-dkms-turkey-minority	Germany DKMS - Turkey minority	48º 31' N	9º 3' E	Not Known	Urban and Rural	Bone Marrow Registry	Caucasoid	Europe	4856	2010	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Germany%20DKMS%20-%20Turkey%20minority	2026-08-26
germany-dkms-united-kingdom-minority	Germany DKMS - United Kingdom minority	48º 31' N	9º 3' E	Not Known	Urban and Rural	Bone Marrow Registry	Caucasoid	Europe	1043	2010	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Germany%20DKMS%20-%20United%20Kingdom%20minority	2026-08-26
germany-essen	Germany Essen	51º 27' N	7º 0' E	Not Known	Urban and Rural	Anthropology Study	Caucasoid	Europe	174	1996	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Germany%20Essen	2026-08-26
germany-hesse-kir	Germany Hesse KIR	50º 39' N	8º 35' E	Not Known	Urban and Rural	Blood Donor	Caucasoid	Europe	99	2003	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Germany%20Hesse%20KIR	2026-08-26
germany-kir	Germany KIR	52º 22' N	9º 44' E	Not Known	Urban and Rural	Blood Donor	Caucasoid	Europe	100	2003	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Germany%20KIR	2026-08-26
germany-mic	Germany MIC	48º 8' N	11º 34' E	Not Known	Urban and Rural	Controls for Disease Study	Caucasoid	Europe	154	2000	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Germany%20MIC	2026-08-26
germany-pop-2	Germany pop 2	52º 22' N	9º 43' E	Not Known	Unknown	Controls for Disease Study	Caucasoid	Europe	206	1995	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Germany%20pop%202	2026-08-26
germany-pop-3	Germany pop 3	50º 48' N	8º 46' E	Not Known	Unknown	Controls for Disease Study	Caucasoid	Europe	111	1996	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Germany%20pop%203	2026-08-26
germany-pop-4	Germany pop 4	50º 6' N	8º 42' E	Not Known	Unknown	Controls for Disease Study	Caucasoid	Europe	90	1998	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Germany%20pop%204	2026-08-26
germany-pop-5	Germany pop 5	50º 44' N	7º 5' E	Not Known	Unknown	Anthropology Study	Caucasoid	Europe	132	1997	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Germany%20pop%205	2026-08-26
germany-pop-6	Germany pop 6	51º 6' N	10º 23' E	Not Known	Urban and Rural	Bone Marrow Registry	Caucasoid	Europe	8862	2005	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Germany%20pop%206	2026-08-26
germany-pop-7	Germany pop 7	51º 6' N	10º 23' E	Not Known	Unknown	Blood Donor	Caucasoid	Europe	13386	1994	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Germany%20pop%207	2026-08-26
germany-pop-8	Germany pop 8	48º 24' N	9º 58' E	Not Known	Urban and Rural	Bone Marrow Registry	Caucasoid	Europe	39689 (A = 39654, B = 39496, DRB1 = 33683)	0	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Germany%20pop%208	2026-08-26
ghana	Ghana	5º 33' N	0º 15' W	Not Known	Unknown	Anthropology Study	Black	Sub-Saharan Africa	42	1998	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Ghana	2026-08-26
ghana-accre-asutuare-akan	Ghana Accre Asutuare Akan	6º 5' N	0º 12' E	Parents live at same location	Rural	Disease Study Patients	Black	Sub-Saharan Africa	429	2011	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Ghana%20Accre%20Asutuare%20Akan	2026-08-26
ghana-ga-adangbe	Ghana Ga-Adangbe	5º 45' N	0º 12' E	Grandparents live at same location	Rural	Anthropology Study	Black	Sub-Saharan Africa	131	2012	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Ghana%20Ga-Adangbe	2026-08-26
ghana-ga-adangbe-kir	Ghana Ga-Adangbe KIR	5º 45' N	0º 12' E	Grandparents live at same location	Rural	Anthropology Study	Black	Sub-Saharan Africa	131	2012	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Ghana%20Ga-Adangbe%20KIR	2026-08-26
ghana-kir	Ghana KIR	5º 33' N	0º 15' W	Not Known	Unknown	Blood Donor	Black	Sub-Saharan Africa	41	2008	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Ghana%20KIR	2026-08-26
ghana-prampram-kir	Ghana Prampram KIR	5º 33' N	0º 15' W	Not Known	Rural	Anthropology Study	Black	Sub-Saharan Africa	154	2005	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Ghana%20Prampram%20KIR	2026-08-26
greece	Greece	37º 58' N	23º 43' E	Not Known	Unknown	Controls for Disease Study	Caucasoid	Europe	48	1995	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Greece	2026-08-26
greece-athens-mic	Greece Athens MIC	37º 58' N	23º 43' E	Not Known	Unknown	Anthropology Study	Caucasoid	Europe	27	1996	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Greece%20Athens%20MIC	2026-08-26
greece-crete	Greece Crete	35º 0' N	25º 0' E	Grandparents live at same location	Rural	Anthropology Study	Caucasoid	Europe	135	1998	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Greece%20Crete	2026-08-26
greece-cytokine	Greece Cytokine	37º 58' N	23º 43' E	Not Known	Urban and Rural	Anthropology Study	Caucasoid	Europe	120	2002	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Greece%20Cytokine	2026-08-26
greece-cytokine-pop-2	Greece Cytokine pop 2	37º 58' N	23º 43' E	Not Known	Urban and Rural	Bone Marrow Registry	Caucasoid	Europe	78	2003	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Greece%20Cytokine%20pop%202	2026-08-26
greece-kir	Greece KIR	37º 58' N	23º 43' E	Not Known	Urban and Rural	Bone Marrow Registry	Caucasoid	Europe	233	2002	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Greece%20KIR	2026-08-26
greece-north	Greece North	40º 0' N	22º 0' E	Not Known	Urban and Rural	Bone Marrow Registry	Caucasoid	Europe	500	2002	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Greece%20North	2026-08-26
greece-north-cytokine	Greece North Cytokine	40º 0' N	22º 0' E	Not Known	Urban and Rural	Other	Caucasoid	Europe	100	2001	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Greece%20North%20Cytokine	2026-08-26
greece-thrace-region-cytokine	Greece Thrace Region Cytokine	41º 42' N	26º 14' E	Not Known	Urban and Rural	Controls for Disease Study	Caucasoid	Europe	27	2002	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Greece%20Thrace%20Region%20Cytokine	2026-08-26
greece-pop-4	Greece pop 4	37º 58' N	23º 43' E	Not Known	Urban and Rural	Controls for Disease Study	Caucasoid	Europe	98	1998	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Greece%20pop%204	2026-08-26
greece-pop-5	Greece pop 5	40º 38' N	22º 57' E	Not Known	Unknown	Controls for Disease Study	Caucasoid	Europe	500	2008	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Greece%20pop%205	2026-08-26
greece-pop-6	Greece pop 6	37º 58' N	23º 43' E	Not Known	Unknown	Anthropology Study	Caucasoid	Europe	242 (B = 212)	2011	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Greece%20pop%206	2026-08-26
greece-pop-7	Greece pop 7	37º 58' N	23º 43' E	Not Known	Urban and Rural	Bone Marrow Registry	Caucasoid	Europe	11250 (A = 10947, B = 11061, C = 759, DRB1 = 9081)	2012	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Greece%20pop%207	2026-08-26
greece-pop-8	Greece pop 8	37º 58' N	23º 43' E	Not Known	Urban and Rural	Bone Marrow Registry	Caucasoid	Europe	83	2013	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Greece%20pop%208	2026-08-26
greece-pop2	Greece pop2	37º 58' N	23º 43' E	Not Known	Urban and Rural	Blood Donor	Caucasoid	Europe	120	1999	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Greece%20pop2	2026-08-26
greece-pop3	Greece pop3	37º 58' N	23º 43' E	Grandparents live at same location	Unknown	Anthropology Study	Caucasoid	Europe	246	1999	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Greece%20pop3	2026-08-26
guadeloupe-mixed-kir	Guadeloupe Mixed KIR	15º 59' N	61º 43' W	Not Known	Unknown	Anthropology Study	Mixed	South and Central America	90	2004	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Guadeloupe%20Mixed%20KIR	2026-08-26
guatemala-kaqchikel-na-dhs-8-g	Guatemala Kaqchikel NA-DHS_8 (G)	15º 0' N	91º 0' W	Not Known	Rural	Anthropology Study	Amerindian	South and Central America	19	2008	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Guatemala%20Kaqchikel%20NA-DHS_8%20%28G%29	2026-08-26
guatemala-mayan	Guatemala Mayan	14º 8' N	91º 5' W	Grandparents live at same location	Rural	Anthropology Study	Amerindian	South and Central America	132	2002	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Guatemala%20Mayan	2026-08-26
guatemala-guatemala-city-mixed-ancestry	Guatemala, Guatemala City Mixed Ancestry	14º 37' N	90º 31' W	Grandparents live at same location	Urban	Solid Organ Unrelated Donors	Mixed ancestry	South and Central America	127	2020	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Guatemala%2C%20Guatemala%20City%20Mixed%20Ancestry	2026-08-26
guinea-bissau	Guinea Bissau	12º 0' N	15º 0' W	Grandparents live at same location	Urban and Rural	Anthropology Study	Black	Sub-Saharan Africa	65	2004	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Guinea%20Bissau	2026-08-26
guinea-bissau-balanta	Guinea Bissau Balanta	11º 52' N	15º 36' W	Grandparents live at same location	Rural	Anthropology Study	Black	Sub-Saharan Africa	48	2007	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Guinea%20Bissau%20Balanta	2026-08-26
guinea-bissau-bijago	Guinea Bissau Bijago	11º 52' N	15º 36' W	Grandparents live at same location	Rural	Anthropology Study	Black	Sub-Saharan Africa	23	2007	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Guinea%20Bissau%20Bijago	2026-08-26
guinea-bissau-fula	Guinea Bissau Fula	11º 52' N	15º 36' W	Grandparents live at same location	Rural	Anthropology Study	Black	Sub-Saharan Africa	31	2007	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Guinea%20Bissau%20Fula	2026-08-26
guinea-bissau-papel	Guinea Bissau Papel	11º 52' N	15º 36' W	Grandparents live at same location	Rural	Anthropology Study	Black	Sub-Saharan Africa	25	2007	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Guinea%20Bissau%20Papel	2026-08-26
hong-kong-chinese	Hong Kong Chinese	22º 16' N	114º 9' E	Not Known	Urban	Bone Marrow Registry	Oriental	South-East Asia	569	2000	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Hong%20Kong%20Chinese	2026-08-26
hong-kong-chinese-bmdr	Hong Kong Chinese BMDR	22º 15' N	114º 10' E	Not Known	Urban	Bone Marrow Registry	Oriental	South-East Asia	7595	2013	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Hong%20Kong%20Chinese%20BMDR	2026-08-26
hong-kong-chinese-cytokine	Hong Kong Chinese Cytokine	22º 3' N	114º 2' E	Not Known	Unknown	Anthropology Study	Oriental	South-East Asia	100	2001	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Hong%20Kong%20Chinese%20Cytokine	2026-08-26
hong-kong-chinese-hkbmdr-hla-11-loci	Hong Kong Chinese HKBMDR HLA 11 loci	22º 25' N	114º 17' E	Not Known	Urban	Bone Marrow Registry	Oriental	South-East Asia	5266	2019	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Hong%20Kong%20Chinese%20HKBMDR%20HLA%2011%20loci	2026-08-26
hong-kong-chinese-hkbmdr-dq-and-dp	Hong Kong Chinese HKBMDR. DQ and DP	22º 17' N	114º 9' E	Not Known	Urban	Bone Marrow Registry	Oriental	South-East Asia	1064	2019	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Hong%20Kong%20Chinese%20HKBMDR.%20DQ%20and%20DP	2026-08-26
hong-kong-chinese-kir	Hong Kong Chinese KIR	22º 0' N	114º 0' E	Not Known	Urban	Bone Marrow Registry	Oriental	South-East Asia	100	2003	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Hong%20Kong%20Chinese%20KIR	2026-08-26
hong-kong-chinese-cord-blood-registry	Hong Kong Chinese cord blood registry	22º 15' N	114º 10' E	Not Known	Urban	Bone Marrow Registry	Oriental	South-East Asia	3892	2013	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Hong%20Kong%20Chinese%20cord%20blood%20registry	2026-08-26
india-andhra-pradesh-brahmin	India Andhra Pradesh Brahmin	17º 20' N	78º 26' E	Grandparents live at same location	Unknown	Anthropology Study	Asian	South Asia	98	2007	https://www.allelefrequencies.net/pop6001c.asp?pop_name=India%20Andhra%20Pradesh%20Brahmin	2026-08-26
india-andhra-pradesh-golla	India Andhra Pradesh Golla	17º 5' N	78º 5' E	Not Known	Rural	Anthropology Study	Asian	South Asia	111	2002	https://www.allelefrequencies.net/pop6001c.asp?pop_name=India%20Andhra%20Pradesh%20Golla	2026-08-26
india-andhra-pradesh-sunni	India Andhra Pradesh Sunni	17º 20' N	78º 26' E	Grandparents live at same location	Unknown	Anthropology Study	Asian	South Asia	100	2007	https://www.allelefrequencies.net/pop6001c.asp?pop_name=India%20Andhra%20Pradesh%20Sunni	2026-08-26
india-andhra-pradesh-telugu-speaking	India Andhra Pradesh Telugu Speaking	13º 4' N	80º 14' E	Not Known	Urban	Bone Marrow Registry	Asian	South Asia	186	2017	https://www.allelefrequencies.net/pop6001c.asp?pop_name=India%20Andhra%20Pradesh%20Telugu%20Speaking	2026-08-26
